"name","roaster","roaster_country","roast","rating","review"
"Honduras Los Catadores Honey","Kakalove Cafe","Taiwan","Medium-Light",93,"Evaluated as espresso. Deeply expressed dark chocolate, magnolia-like flowers, grapefruit zest, date, cedar in aroma and small cup. Lean, though very smooth mouthfeel; chocolate-toned finish with hints of cedar. The chocolate deepens in three parts milk, enlivened by continued suggestions of magnolia and grapefruit. A solid single-origin Central America espresso, chocolate-toned throughout, with pretty floral and citrus zest grace notes."
"Static Kenya Kavutiri","Espresso Republic","United States","Medium-Light",92,"Delicate, sweetly spice-toned. Red currant, lemon verbena, baker’s chocolate, rose hips, a hint of cannabis in aroma and cup. Crisply sweet-savory structure; crisp, velvety mouthfeel. The finish is sweetly herb-toned, leading with notes of lemon verbena and red currant in the short and a sweet muskiness akin to cannabis in the long, with a throughline of baker’s chocolate. A delicate, spice-driven Kenya cup with engaging undercurrents of fruit, floral and chocolate."
"Honduras La Lesquinada Washed","Kakalove Cafe","Taiwan","Medium-Light",92,"Evaluated as espresso. Bright, zesty-sweet. Baker’s chocolate, lemon zest, black cherry, fresh-cut fir, narcissus in aroma and small cup. Crisp, velvety mouthfeel; balanced, sweetly tart finish. In three-parts milk the coffee particularly impresses: rich chocolate harmoniously envelops tart fruit and sweet floral notes. Makes a particularly appealing espresso in cappuccino-scaled milk: chocolaty, with intense fruit and floral complication."
"Kenya Gicherori","The WestBean Coffee Roasters","United States","Medium-Light",91,"Sweetly savory, layered. Rhododendron-like flowers, cinnamon, baker’s chocolate, cedar, red currant in aroma and cup. Round, savory-leaning structure; crisp, velvety mouthfeel. The quiet finish centers on notes of vanilla-like florals and baker’s chocolate, with a hint of cinnamon.  A round, sweetly savory Kenya enlivened by the quiet intrigue of vanilla-like flowers and crisp chocolate."
"Ethiopia Yirgacheffe","Mystic Monk Coffee","United States","Medium",90,"Richly sweet, chocolate-toned. Molasses, baker’s chocolate, lily, cedar, black peppercorn in aroma and cup. Bittersweet structure with round, gentle acidity; velvety-smooth mouthfeel. The finish is thoroughly chocolate-toned, leading with baker’s chocolate in the short complicated by deep florals and aromatic wood, rounding to cocoa powder and molasses in the long. A resonant, chocolate-toned Yirgacheffe cup, deeply sweet with floral and aromatic wood undertones."
"Bufcafe Rwanda Espresso","JBC Coffee Roasters","United States","Medium-Light",93,"Evaluated as espresso. Delicate, crisply sweet-savory. Tamarind, baker’s chocolate, rhododendron, mulberry, oak in aroma and small cup. Confident, satiny-smooth mouthfeel; richly drying finish redolent of chocolate-toned aromatic oak. In three parts milk, chocolate and sweet floral notes merge and bloom, and a pretty hint of tangerine zest also surfaces.  An unapologetically savory-sweet coffee, especially attractive in milk, where both basic taste tendencies are enhanced by notes of tamarind and citrus zest."
"Bufcafe Rwanda","JBC Coffee Roasters","United States","Light",93,"Deeply sweet, richly savory. Dried apricot, roasted cacao nib, freesia, almond, tamarind in aroma and cup. Balanced, sweet-savory structure; syrupy-smooth mouthfeel. The finish leads with notes of dried stone fruit and spicy florals in the short, rounding to almond and cocoa in the long, with a hint of tamarind-like sweet-tartness. A superior Rwanda cup, classically sweet-savory with an appealing high-toned crispness."
"Gedeb Ethiopia","JBC Coffee Roasters","United States","Medium-Light",95,"Deeply sweet, intensely pungent. Dark chocolate, tangerine zest, star jasmine, maple syrup, frankincense in aroma and cup. Deeply sweet-toned in structure with lively, bright acidity; satiny mouthfeel. The finish is as elegant as the cup implies: flavor-saturated, floral-, chocolate- and fruit-toned in both short and long. A big, juicy wet-processed Ethiopia cup laden with rich floral and fruit tones throughout, all enveloped in dark chocolate."
"Civet Yirgacheffe Sisota","Good Chance Biotechnology, Ltd.","Taiwan","Medium-Light",93,"Richly savory, sweetly herb-toned. Baker’s chocolate, fennel, black cherry, cedar, wisteria-like flowers in aroma and cup. Round, deeply sweet in structure; syrupy mouthfeel. The cocoa-toned finish leads with black cherry in the short, which settles into a cedar-toned flowers in the long.  An impressively rich sweet-savory cup with a throughline of fennel-like herb notes. Interesting both for its unusual cup and its unusual processing variation."
"Civet Ethiopia Papilio Sidamo","Good Chance Biotechnology, Ltd.","Taiwan","Medium-Light",93,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure; satiny-smooth in mouthfeel. A hint of aged rum carries the finish, accompanied by berry notes in the short and spice-toned savory notes in the long. A Sidamo coffee processed by the dry or natural method and treated with a cultured essence of kopi luwak that together net richly ripe fruit notes, cocoa tones, and a pleasing hint of sweet ferment."
"Estate Carbonic Maceration","Ka'u Specialty Coffee","Hawai'i","Medium-Light",90,"Gently bittersweet, deeply floral-toned. Baker’s chocolate, aromatic orchid, hazelnut, oak in aroma and cup. Low-toned, crisply bittersweet in structure. Mouthfeel is light though silky. The finish consolidates to a rich, oaky chocolate.    Delicately bittersweet and cocoa-toned, with flowers hinting at lushness."
"Ethiopia Banko Gotiti","Red Rooster Coffee Roaster","United States","Light",94,"Resonantly fruit-forward, elegant, complex. Honey, dried raspberry, chocolate truffle, aged rum, a hint of marjoram in aroma and cup. Juicy, rich structure with bright, vibrant acidity; full, satiny mouthfeel. A suggestion of sweet marjoram complicates the rich, flavor-saturated finish, which leads with honey and raspberry notes in the short, rounding to chocolate and aged rum in the long. A juicy-sweet Ethiopia natural cup: lively and fruit-toned, with a hint of elegant, rum-like sweet ferment."
"Colombia David Gomez 100% Caturra","Manzanita Roasting Company","United States","Light",92,"Crisply sweet, spice-toned. Dried papaya, caramel, tangerine zest, pink-peppercorn, vanilla in aroma and cup. High-toned, sweetly tart in structure with juicy, bright acidity; lean, though satiny-smooth mouthfeel. The resonant, richly drying finish is laden with sweet notes of caramel and papaya in the short, turning more savory-leaning in the long, with hints of pink peppercorn wrapped in vanilla.  Engaging Colombia cup with impressively juicy, bright acidity and zesty, spice-toned aromatics."
"Panama Auromar Estate Geisha Peaberry","Bird Rock Coffee Roasters","United States","Medium-Light",95,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long.  A vibrant, exhilarating natural-processed peaberry Gesha saturated with rich floral, spice and fruit aromas and flavors throughout the profile."
"Indonesia Emerald Mandheling","A.R.C.","Hong Kong","Medium-Light",92,"Deeply rich, spicy sweet. Pear, cedar, vanilla, grapefruit zest, cumin in aroma and cup. Tartly bittersweet in structure; full, syrupy though drying mouthfeel. Resonant finish consolidates around pear and a floral-toned vanilla.  Complex and dynamic in structure, balancing tart, sweet and bitter, with deeply layered and complex aromatics."
"Panama Finca Hartmann Geisha Natural","Temple Coffee and Tea","United States","Light",95,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood. An exciting natural-processed Geisha that leads with juicy fruit notes and deeply sweet florals, all wrapped in frankincense and cocoa."
"Ethiopia Reko Estate Yirgacheffe","Temple Coffee and Tea","United States","Medium-Light",92,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long. Expresses the deep, spicy-sweet side of the Yirgacheffe profile, engaging in its balance of savory depth and perfumy sweetness."
"Costa Rica Sonora Estate Venecia Natural","Temple Coffee and Tea","United States","Medium-Light",91,"Rich, roundly sweet-tart. Peach, fresh-cut fir, baker’s chocolate, magnolia, brown sugar in aroma and cup. Bittersweet in structure; crisp, velvety mouthfeel. Baker’s chocolate and stone fruit carry the quietly resonant short finish, fresh-cut fir and deep florals prevail in the long. An engaging natural-processed Costa Rica cup, with top notes of peach and undercurrents of wood-framed florals throughout."
"Mini-Me Washed Kaffa Forest","Simon Hsieh’s Aroma Roast Coffees","Taiwan","Medium-Dark",95,"Evaluated as espresso. Intensely chocolaty, vivaciously fruit-toned. Dark chocolate, narcissus, pie cherry, molasses, sandalwood in aroma and small cup. Rich, syrupy mouthfeel. A resonant finish leads with cherry and narcissus notes in the short and sandalwood-toned chocolate in the long. In three parts milk, dark chocolate envelopes deeply stated fruit and floral notes.  A dynamic trifecta of flowers, fruit and chocolate in both the shot and in cappuccino-scaled milk."
"Jade Espresso","Magnolia Coffee","United States","Medium-Light",94,"Evaluated as espresso. Richly and deeply pungent. Dark chocolate, cedar, orange zest, floral-toned vanilla, fresh pipe tobacco in aroma and small cup. Syrupy but lively mouthfeel; dark chocolate, cedar, orange carry into a resonant finish. The dark chocolate turns crisp and malty in three parts milk.  Deep, rich, gently tart, chocolaty as a straight shot; gloriously dessert-like in three parts milk."
"Firebird Espresso","Charlotte Coffee Company","United States","Medium-Light",93,"Evaluated as espresso. Richly sweet-tart. Dark chocolate, narcissus, candied blood orange zest, almond butter, cedar in aroma and small cup. Full, syrupy body; citrus- and cedar-toned finish. In three parts milk, notes of dark chocolate pleasin An evocative, richly sweet espresso blend centered on deep chocolate with rich floral and bright citrus undertones."
"Ethiopia Dumerso Light Roast","The WestBean Coffee Roasters","United States","Medium",92,"Fruit-forward, delicate yet intense. Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup. Roundly and deeply crisp in structure; lightly satiny in mouthfeel. The finish is resonant and sweet with chocolate and a continuing hint of brandy. A balanced yet intricate dried-in-the-fruit Yirgacheffe, flowers grounded in chocolate with a whiff of brandy."
"Kenya AA Karamundi","Revel Coffee","United States","Medium-Light",92,"Delicate, sweetly tart. Roasted cacao nib, honeysuckle, tamarind, spearmint, plum in aroma and cup. Balanced structure with brisk acidity; crisp, satiny mouthfeel. Bittersweet in the short finish and sweetly wood-framed in the long. A cocoa-toned Kenya cup with notes of stone fruit and sweet florals and the added intrigue of a tart, tamarind-like edge."
"Finca San Luis Colombia Espresso","Chocolate Fish Coffee Roasters","United States","Medium-Light",93,"Evaluated as espresso. Sweet-savory, intense, balanced. Spicy-toned flowers, tangerine zest, red berries, cedar, dark chocolate, roasted cashew in aroma and small cup. Syrupy but buoyant mouthfeel. Flowers, chocolate and citrus all carry into a resonant though slightly drying finish. Gently and sweetly citrusy in three parts milk, with a continued backgrounded chocolate and nut.  A quietly zesty straight shot nicely rounded and deepened with chocolate and nut. All carry nicely into cappuccino-scaled milk."
